2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449860/>
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/678081/>
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/677473/>
2020-02-15 23:51:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676947/>
2020-02-15 23:51:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-15 23:51:34 engine.py[line:51]                   INFO: 结束运行时间：2020-02-15 23:51:34.190290
2020-02-15 23:51:34 engine.py[line:52]                   INFO: 耗时：3.01
2020-02-15 23:51:34 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-15 23:51:34 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-15 23:51:34 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-15 23:51:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-15 23:51:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676930/>
2020-02-15 23:54:50 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:54:50.986546
2020-02-15 23:54:50 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x04192CF0>, 'doubai': <spiders.douban.DoubanSpider object at 0x04192890>}
2020-02-15 23:54:50 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:54:50 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:54:50 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x04192DB0>, <pipelines.DoubanPipeline object at 0x04192E30>]
2020-02-15 23:55:03 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:55:03 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:55:55 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:55:55.654245
2020-02-15 23:55:55 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0331B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0331BB90>}
2020-02-15 23:55:55 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:55:55 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:55:55 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03326070>, <pipelines.DoubanPipeline object at 0x03326150>]
2020-02-15 23:55:55 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:55:55 engine.py[line:51]                   INFO: 结束运行时间：2020-02-15 23:55:55.662246
2020-02-15 23:55:55 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-15 23:55:55 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:55:55 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-15 23:55:55 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-15 23:55:55 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-15 23:56:03 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:56:03.546697
2020-02-15 23:56:03 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-15 23:56:03 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:56:03 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:56:03 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-15 23:56:03 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:03 engine.py[line:51]                   INFO: 结束运行时间：2020-02-15 23:56:03.555697
2020-02-15 23:56:03 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-15 23:56:03 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:03 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-15 23:56:03 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-15 23:56:03 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-15 23:56:38 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:56:38.880718
2020-02-15 23:56:38 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-15 23:56:38 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:56:38 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:56:38 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-15 23:56:38 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:38 engine.py[line:51]                   INFO: 结束运行时间：2020-02-15 23:56:38.887718
2020-02-15 23:56:38 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-15 23:56:38 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:38 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-15 23:56:38 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-15 23:56:38 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-15 23:56:52 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:56:52.491496
2020-02-15 23:56:52 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B950>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB90>}
2020-02-15 23:56:52 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:56:52 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:56:52 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316070>, <pipelines.DoubanPipeline object at 0x03316150>]
2020-02-15 23:56:52 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:52 engine.py[line:51]                   INFO: 结束运行时间：2020-02-15 23:56:52.498496
2020-02-15 23:56:52 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:56:52 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-15 23:56:52 engine.py[line:53]                   INFO: 一共获取了请求：0个
2020-02-15 23:56:52 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-15 23:56:52 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-15 23:58:03 engine.py[line:44]                   INFO: 开始运行时间：2020-02-15 23:58:03.605564
2020-02-15 23:58:03 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x04192D10>, 'doubai': <spiders.douban.DoubanSpider object at 0x041928B0>}
2020-02-15 23:58:03 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-15 23:58:03 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-15 23:58:03 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x04192DD0>, <pipelines.DoubanPipeline object at 0x04192E50>]
2020-02-15 23:58:06 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:58:06 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-15 23:58:25 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:02:10 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:02:10.964712
2020-02-16 00:02:10 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B930>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB70>}
2020-02-16 00:02:10 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:02:10 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:02:10 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316050>, <pipelines.DoubanPipeline object at 0x03316130>]
2020-02-16 00:02:10 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:02:10 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449860/>
2020-02-16 00:02:11 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/678081/>
2020-02-16 00:02:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/677473/>
2020-02-16 00:02:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676947/>
2020-02-16 00:02:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676930/>
2020-02-16 00:02:12 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:02:12.391793
2020-02-16 00:02:12 engine.py[line:52]                   INFO: 耗时：1.43
2020-02-16 00:02:12 engine.py[line:53]                   INFO: 一共获取了请求：36个
2020-02-16 00:02:12 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-16 00:02:12 engine.py[line:55]                   INFO: 成功的请求：36个
2020-02-16 00:02:12 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446906/>
2020-02-16 00:02:12 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676650/>
2020-02-16 00:03:31 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:03:31.920342
2020-02-16 00:03:31 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:03:31 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:03:31 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:03:31 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:03:31 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:03:31 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449860/>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/678081/>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/677473/>
2020-02-16 00:03:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676947/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446906/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676930/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676650/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/676670/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446918/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/447047/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 00:03:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/684986/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449701/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818751/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449803/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/446357/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/449842/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//post/818716/>
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
2020-02-16 00:03:34 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:03:34.937515
2020-02-16 00:03:34 engine.py[line:52]                   INFO: 耗时：3.02
2020-02-16 00:03:34 engine.py[line:53]                   INFO: 一共获取了请求：36个
2020-02-16 00:03:34 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-16 00:03:34 engine.py[line:55]                   INFO: 成功的请求：52个
2020-02-16 00:03:34 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-16 00:03:35 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-16 00:16:42 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:16:42.240546
2020-02-16 00:16:42 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B890>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BAD0>}
2020-02-16 00:16:42 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:16:42 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:16:42 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x0330BF90>, <pipelines.DoubanPipeline object at 0x03316090>]
2020-02-16 00:16:42 scheduler.py[line:49]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:16:42 engine.py[line:128]                   ERROR: 'Scheduler' object has no attribute 'collector'
Traceback (most recent call last):
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 126, in _error_callback
    raise exception  # 抛出异常后，才能被日志进行完整记录下来
  File "c:\users\administrator\appdata\local\programs\python\python36-32\Lib\multiprocessing\pool.py", line 119, in worker
    result = (True, func(*args, **kwds))
  File "F:\Tencent\temp\scrapy_plus\cores\engine.py", line 67, in _start_request
    self.scheduler.add_request(start_request)
  File "F:\Tencent\temp\scrapy_plus\cores\scheduler.py", line 29, in add_request
    if self._filter_request(request):
  File "F:\Tencent\temp\scrapy_plus\cores\scheduler.py", line 50, in _filter_request
    self.collector.incr(self.collector.repeat_request_nums_key)
AttributeError: 'Scheduler' object has no attribute 'collector'
2020-02-16 00:16:42 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:16:45 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:16:45.241717
2020-02-16 00:16:45 engine.py[line:52]                   INFO: 耗时：3.00
2020-02-16 00:16:45 engine.py[line:53]                   INFO: 一共获取了请求：1个
2020-02-16 00:16:45 engine.py[line:54]                   INFO: 重复的请求：0个
2020-02-16 00:16:45 engine.py[line:55]                   INFO: 成功的请求：3个
2020-02-16 00:17:27 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:17:27.213118
2020-02-16 00:17:27 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B8F0>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB30>}
2020-02-16 00:17:27 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:17:27 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:17:27 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x033160F0>]
2020-02-16 00:17:27 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:17:27 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:17:27 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=3&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455653/>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455318/>
2020-02-16 00:17:29 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686212/>
2020-02-16 00:17:29 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:17:29.465247
2020-02-16 00:17:29 engine.py[line:52]                   INFO: 耗时：2.25
2020-02-16 00:17:29 engine.py[line:53]                   INFO: 一共获取了请求：36个
2020-02-16 00:17:29 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:17:29 engine.py[line:55]                   INFO: 成功的请求：34个
2020-02-16 00:18:04 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:18:04.215235
2020-02-16 00:18:04 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:18:04 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:18:04 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:18:04 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03317030>, <pipelines.DoubanPipeline object at 0x03317110>]
2020-02-16 00:18:04 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:04 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:04 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:18:04.225235
2020-02-16 00:18:04 engine.py[line:52]                   INFO: 耗时：0.01
2020-02-16 00:18:04 engine.py[line:53]                   INFO: 一共获取了请求：4个
2020-02-16 00:18:04 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:18:04 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 00:18:27 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:18:27.342557
2020-02-16 00:18:27 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:18:27 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:18:27 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:18:27 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:18:27 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:27 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:27 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:18:27 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:18:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-16 00:18:28 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:18:28.374616
2020-02-16 00:18:28 engine.py[line:52]                   INFO: 耗时：1.03
2020-02-16 00:18:28 engine.py[line:53]                   INFO: 一共获取了请求：14个
2020-02-16 00:18:28 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:18:28 engine.py[line:55]                   INFO: 成功的请求：12个
2020-02-16 00:18:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-16 00:18:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-16 00:18:28 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-16 00:18:54 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:18:54.595116
2020-02-16 00:18:54 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:18:54 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:18:54 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:18:54 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:18:54 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:54 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:54 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:18:54.612117
2020-02-16 00:18:54 engine.py[line:52]                   INFO: 耗时：0.02
2020-02-16 00:18:54 engine.py[line:53]                   INFO: 一共获取了请求：4个
2020-02-16 00:18:54 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:18:54 engine.py[line:55]                   INFO: 成功的请求：3个
2020-02-16 00:18:59 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:18:59.323387
2020-02-16 00:18:59 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:18:59 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:18:59 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:18:59 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:18:59 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:59 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:18:59 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:18:59 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:18:59 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455998/>
2020-02-16 00:18:59 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456014/>
2020-02-16 00:18:59 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/455997/>
2020-02-16 00:18:59 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:18:59.999425
2020-02-16 00:19:00 engine.py[line:52]                   INFO: 耗时：0.68
2020-02-16 00:19:00 engine.py[line:53]                   INFO: 一共获取了请求：14个
2020-02-16 00:19:00 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:19:00 engine.py[line:55]                   INFO: 成功的请求：14个
2020-02-16 00:19:00 downloader.py[line:19]                   INFO: <400 https://www.guokr.com//article/456004/>
2020-02-16 00:19:15 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:19:15.908335
2020-02-16 00:19:15 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:19:15 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:19:15 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:19:15 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03317030>, <pipelines.DoubanPipeline object at 0x03317110>]
2020-02-16 00:19:15 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:15 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 00:19:15.923336
2020-02-16 00:19:15 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:15 engine.py[line:52]                   INFO: 耗时：0.02
2020-02-16 00:19:15 engine.py[line:53]                   INFO: 一共获取了请求：2个
2020-02-16 00:19:15 engine.py[line:54]                   INFO: 重复的请求：2个
2020-02-16 00:19:15 engine.py[line:55]                   INFO: 成功的请求：1个
2020-02-16 00:19:22 engine.py[line:44]                   INFO: 开始运行时间：2020-02-16 00:19:22.624719
2020-02-16 00:19:22 engine.py[line:45]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x0330B910>, 'doubai': <spiders.douban.DoubanSpider object at 0x0330BB50>}
2020-02-16 00:19:22 engine.py[line:46]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 00:19:22 engine.py[line:47]                   INFO: 开启的下载中间件有：[]
2020-02-16 00:19:22 engine.py[line:48]                   INFO: 启用的管道有：[<pipelines.BaiduPipeline object at 0x03316030>, <pipelines.DoubanPipeline object at 0x03316110>]
2020-02-16 00:19:22 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:22 scheduler.py[line:50]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 00:19:22 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 00:19:23 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
